	Length	Tokens	Unique Tokens	Avg Token Length	Entities	Unique Entities	Avg Entity Length	Density	B-PER	I-PER	B-LOC	I-LOC	B-ORG	I-ORG	B-MISC	I-MISC	O
0	2	['bombay', '$UNK$']	1	5.5	['bombay']	1	6.0	50.0	0	0	1	0	0	0	0	0	1
1	9	['$UNK$', 'siofok', '$NUM$', '-', '-', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	4.222222222222222	['siofok']	1	6.0	11.11111111111111	0	0	0	0	1	0	0	0	8
2	10	['notes', '-', 'bank', 'of', 'spain', 'announces', 'balance', 'of', 'payments', '.']	3	4.4	['bank', 'of', 'spain']	0	3.6666666666666665	30.0	0	0	0	0	1	2	0	0	7
3	15	"['a', 'boj', 'spokesman', 'said', '""', 'the', 'doors', 'to', 'the', 'recovery', 'have', 'not', 'been', 'shut', '...']"	4	3.8	['boj']	1	3.0	6.666666666666667	0	0	0	0	1	0	0	0	14
4	29	"['just', 'three', 'years', 'ago', 'medvedev', 'was', 'one', 'of', 'the', 'world', ""'s"", 'best', ',', 'with', 'a', 'ranking', 'of', 'six', 'after', 'reaching', 'the', 'french', 'open', 'semifinal', 'and', 'winning', 'three', 'tournaments', '.']"	5	4.379310344827586	['medvedev', 'french', 'open']	1	6.0	10.344827586206897	1	0	0	0	0	0	1	1	26
5	8	"['stephanie', 'of', 'monaco', ""'s"", 'husband', 'snapped', 'cavorting', '.']"	3	5.375	['stephanie', 'monaco']	1	7.5	25.0	1	0	1	0	0	0	0	0	6
6	21	['-', 'talks', 'will', 'resume', 'next', 'tuesday', 'in', 'an', 'attempt', 'to', 'avoid', 'a', 'major', 'strike', 'in', 'irish', 'retail', 'chain', 'dunnes', 'stores', '.']	4	4.190476190476191	['irish', 'dunnes', 'stores']	3	5.666666666666667	14.285714285714285	0	0	0	0	1	1	1	0	18
7	10	['roda', 'jc', 'kerkrade', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	3	4.9	['roda', 'jc', 'kerkrade']	3	4.666666666666667	30.0	0	0	0	0	1	2	0	0	7
8	4	['suzuka', ',', 'japan', '$UNK$']	1	4.25	['suzuka', 'japan']	1	5.5	50.0	0	0	2	0	0	0	0	0	2
9	19	['-', 'palestinian', 'president', 'arafat', 'opens', 'civilian', 'struggle', 'against', 'israel', ',', 'calls', 'on', 'palestinians', 'to', 'build', 'in', 'self-rule', 'areas', '.']	8	5.526315789473684	['palestinian', 'arafat', 'israel', 'palestinians']	1	8.75	21.052631578947366	1	0	1	0	0	0	2	0	15
10	28	['*', 'reinsurance', 'group', 'scor', 'gained', '2.1', 'percent', 'to', '$NUM$', 'francs', 'on', 'news', 'that', 'british', 'insurer', 'prudential', 'had', 'sold', 'its', 'mercantile', '&', 'general', 'reinsurance', 'business', 'to', 'swiss', 're', '.']	9	5.035714285714286	['scor', 'british', 'prudential', 'mercantile', '&', 'general', 'swiss', 're']	4	5.75	28.57142857142857	0	0	0	0	4	2	2	0	20
11	2	['london', '$UNK$']	0	5.5	['london']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
12	22	['the', 'fighting', 'has', 'threatened', 'a', 'u.s.-led', 'peace', 'plan', 'to', 'unite', 'the', 'mountainous', 'kurdish', 'region', 'in', 'northern', 'iraq', 'against', 'president', 'saddam', 'hussein', '.']	10	5.454545454545454	['u.s.-led', 'kurdish', 'iraq', 'saddam', 'hussein']	4	6.4	22.727272727272727	1	1	1	0	0	0	2	0	17
13	9	['-', 'government', 'considering', 'measures', 'for', 'better', 'road', 'discipline', '.']	4	6.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	9
14	23	"['we', 'had', '$NUM$', 'reservations', 'for', 'the', 'train', ',', 'but', 'that', 'does', ""n't"", 'mean', 'there', 'were', '$NUM$', 'passengers', 'aboard', ',', '""', 'garrity', 'said', '.']"	5	4.173913043478261	['garrity']	1	7.0	4.3478260869565215	1	0	0	0	0	0	0	0	22
15	6	['rottweiler', 'kills', 'south', 'african', 'toddler', '.']	3	5.833333333333333	['rottweiler', 'south', 'african']	1	7.333333333333333	50.0	0	0	0	0	0	0	2	1	3
16	26	['the', 'brent', 'crude', 'futures', 'market', 'on', 'the', 'singapore', 'international', 'monetary', 'exchange', '(', 'simex', ')', 'was', 'closed', 'on', 'monday', 'in', 'respect', 'for', 'a', 'u.k.', 'national', 'holiday', '.']	8	4.846153846153846	['brent', 'singapore', 'international', 'monetary', 'exchange', 'simex', 'u.k.']	5	7.428571428571429	26.923076923076923	0	0	1	0	3	3	0	0	19
17	19	['**', 'security', 'was', 'tight', 'in', 'jakarta', 'ahead', 'of', 'a', 'trial', 'involving', 'ousted', 'indonesian', 'democratic', 'party', 'leader', 'megawati', 'sukarnoputri', '.']	9	5.631578947368421	['jakarta', 'indonesian', 'democratic', 'party', 'megawati', 'sukarnoputri']	4	8.666666666666666	31.57894736842105	1	1	1	0	1	2	0	0	13
18	38	"['-', 'the', 'prime', 'minister', ""'s"", 'special', 'economic', 'assistant', 'shahid', 'hasan', 'khan', 'said', 'privatisation', 'of', 'thermal', 'power', 'plants', ',', 'power', 'generation', 'from', 'private', 'plants', 'and', 'management', 'contracts', 'of', 'area', 'electricity', 'boards', 'would', 'help', 'achieve', '6.5', 'percent', 'gdp', 'growth', '.']"	15	5.5	['shahid', 'hasan', 'khan', 'area', 'electricity', 'boards']	6	6.0	15.789473684210526	1	2	0	0	0	0	1	2	32
19	5	['ethiopia', 'win', '4-2', 'on', 'penalties']	2	5.0	['ethiopia']	0	8.0	20.0	0	0	1	0	0	0	0	0	4
20	20	"['--', 'national', 'economy', 'minister', 'yannos', 'papandoniou', 'defends', '""', 'hard', 'drachma', '""', 'foreign', 'exchange', 'policy', ',', 'says', 'it', 'wo', ""n't"", 'change']"	8	5.05	['yannos', 'papandoniou']	2	8.5	10.0	1	1	0	0	0	0	0	0	18
21	4	"['men', ""'s"", '$NUM$', 'metres']"	0	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	4
22	4	['fed', 'acct', '$UNK$', '4.425']	3	4.25	['fed']	1	3.0	25.0	0	0	0	0	1	0	0	0	3
23	2	['beirut', '$UNK$']	0	5.5	['beirut']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
24	17	['but', 'the', 'nepali', 'government', 'said', 'the', 'insurgents', 'must', 'give', 'up', 'violence', 'before', 'it', 'negotiates', 'with', 'them', '.']	3	4.9411764705882355	['nepali']	1	6.0	5.88235294117647	0	0	0	0	0	0	1	0	16
25	9	['egypt', 'hopes', 'jars', 'will', 'reveal', 'secrets', 'of', 'mummies', '.']	5	4.555555555555555	['egypt']	0	5.0	11.11111111111111	0	0	1	0	0	0	0	0	8
26	37	"['the', 'former', 'dictator', ',', 'who', 'ruled', 'from', '$NUM$', 'to', '$NUM$', ',', 'was', 'best', 'known', 'for', 'allowing', 'juan', 'domingo', 'peron', ',', 'argentina', ""'s"", 'famed', 'populist', 'leader', ',', 'to', 'return', 'to', 'argentina', 'after', '$NUM$', 'years', 'of', 'forced', 'exile', '.']"	5	4.378378378378378	['juan', 'domingo', 'peron', 'argentina', 'argentina']	2	6.8	13.513513513513514	1	2	2	0	0	0	0	0	32
27	1	['$UNK$']	0	5.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	1
28	47	"['in', 'chicago', ',', 'erik', 'hanson', 'outdueled', 'alex', 'fernandez', ',', 'and', 'jacob', 'brumfield', 'drove', 'in', 'otis', 'nixon', 'with', 'the', 'game', ""'s"", 'only', 'run', 'in', 'the', 'sixth', 'inning', 'as', 'the', 'toronto', 'blue', 'jays', 'blanked', 'the', 'white', 'sox', '1-0', 'in', 'a', 'game', 'shortened', 'to', 'six', 'innings', 'due', 'to', 'rain', '.']"	19	4.0638297872340425	['chicago', 'erik', 'hanson', 'alex', 'fernandez', 'jacob', 'brumfield', 'otis', 'nixon', 'toronto', 'blue', 'jays', 'white', 'sox']	11	5.428571428571429	29.78723404255319	4	4	1	0	2	3	0	0	33
29	27	"['trainer', 'berti', 'vogts', 'kept', 'faith', 'with', 'his', 'entire', 'european', 'championship', 'winning', 'squad', 'for', 'germany', ""'s"", 'first', 'match', 'since', 'their', 'title', 'victory', ',', 'a', 'friendly', 'in', 'poland', '.']"	5	4.962962962962963	['berti', 'vogts', 'european', 'germany', 'poland']	2	6.2	18.51851851851852	1	1	2	0	0	0	1	0	22
30	7	['saeed', 'anwar', 'c', 'croft', 'b', 'cork', '$NUM$']	4	3.7142857142857144	['saeed', 'anwar', 'croft', 'cork']	4	4.75	57.14285714285714	3	1	0	0	0	0	0	0	3
31	31	['the', 'roosevelts', 'are', 'good', 'friends', 'of', 'weld', 'and', 'his', 'wife', ',', 'susan', 'roosevelt', 'weld', ',', 'a', 'descendant', 'of', 'former', 'president', 'theodore', 'roosevelt', ',', 'who', 'won', 'the', 'presidency', 'as', 'a', 'republican', '.']	7	4.580645161290323	['roosevelts', 'weld', 'susan', 'roosevelt', 'weld', 'theodore', 'roosevelt', 'republican']	4	7.375	25.806451612903224	4	3	0	0	0	0	1	0	23
32	15	['production', 'costs', 'also', 'rose', 'eight', 'percent', 'during', 'the', 'year', 'to', 'a$', '$NUM$', 'per', 'ounce', '.']	3	4.4	['a$']	0	2.0	6.666666666666667	0	0	0	0	0	0	1	0	14
33	2	['mass', '.']	1	2.5	['mass']	1	4.0	50.0	0	0	1	0	0	0	0	0	1
34	26	"['""', 'i', 'feared', 'he', 'would', 'flee', 'from', 'work', 'or', 'steal', 'my', 'belongings', ',', '""', 'the', 'kathmandu', 'post', 'newspaper', 'quoted', '$UNK$', 'as', 'saying', 'after', 'his', 'arrest', '.']"	7	4.115384615384615	['kathmandu', 'post', '$UNK$']	2	6.0	11.538461538461538	0	0	0	0	1	1	0	0	23
35	9	['bayern', 'munich', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	2	5.222222222222222	['bayern', 'munich']	2	6.0	22.22222222222222	0	0	0	0	1	1	0	0	7
36	1	['if']	0	2.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	1
37	40	['$UNK$', 'to', 'commission', 'regulation', '(', 'ec', ')', 'no', '$UNK$', 'of', '$NUM$', 'july', '$NUM$', 'relating', 'to', 'a', 'standing', 'invitation', 'to', 'tender', 'to', 'determine', 'levies', 'and', '/', 'or', 'refunds', 'on', 'exports', 'of', 'white', 'sugar', '(', 'oj', 'no', 'l', '$NUM$', 'of', '$UNK$', ')']	10	4.025	['commission', 'regulation', 'ec']	2	7.333333333333333	7.5	0	0	0	0	1	0	1	1	37
38	8	['karlsruhe', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.5	['karlsruhe']	1	9.0	12.5	0	0	0	0	1	0	0	0	7
39	5	['boston', '$NUM$', '$NUM$', '.508', '$NUM$']	1	5.0	['boston']	0	6.0	20.0	0	0	0	0	1	0	0	0	4
40	29	"['bosnia', ""'s"", 'election', 'organisers', 'will', 'decide', 'on', 'tuesday', 'whether', 'or', 'not', 'to', 'postpone', 'municipal', 'elections', 'scheduled', 'as', 'part', 'of', 'nationwide', 'balloting', ',', 'an', 'osce', 'spokeswoman', 'said', 'on', 'monday', '.']"	9	5.241379310344827	['bosnia', 'osce']	2	5.0	6.896551724137931	0	0	1	0	1	0	0	0	27
41	23	"['news', 'corp', ""'s"", 'shares', 'were', 'down', 'eight', 'cents', 'at', 'a$', '6.39', 'at', '2.00', 'p.m.', '(', '$NUM$', 'gmt', ')', 'in', 'a', 'soft', 'market', '.']"	5	3.3043478260869565	['news', 'corp', 'a$', 'gmt']	0	3.25	17.391304347826086	0	0	0	0	1	1	2	0	19
42	7	['1.', '$UNK$', 'rodal', '(', 'norway', ')', '$UNK$']	2	3.5714285714285716	['$UNK$', 'rodal', 'norway']	1	5.333333333333333	42.857142857142854	0	1	1	0	0	0	0	0	4
43	31	['the', 'icac', 'has', 'kept', 'a', 'close', 'eye', 'on', 'passport', 'scams', 'after', 'a', 'u.s.', 'official', 'was', 'jailed', 'for', 'trafficking', 'fake', 'honduran', 'passports', 'as', 'part', 'of', 'an', 'immigration', 'racket', 'aimed', 'at', 'chinese', '.']	12	4.580645161290323	['icac', 'u.s.', 'honduran', 'chinese']	3	5.75	12.903225806451612	0	0	1	0	1	0	2	0	27
44	9	['--', 'hong', 'kong', 'newsroom', '(', '$NUM$', ')', '$NUM$', '$NUM$']	0	3.888888888888889	['hong', 'kong']	0	4.0	22.22222222222222	0	0	1	1	0	0	0	0	7
45	8	['tottenham', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.5	['tottenham']	1	9.0	12.5	0	0	0	0	1	0	0	0	7
46	35	['croatian', 'foreign', 'minister', 'mate', 'granic', 'landed', 'at', 'belgrade', 'airport', 'aboard', 'a', 'croatian', 'government', 'jet', 'on', 'friday', 'morning', 'for', 'talks', 'with', 'his', 'yugoslav', 'counterparts', 'and', 'a', 'signing', 'ceremony', 'expected', 'around', 'noon', '(', '$NUM$', 'gmt', ')', '.']	7	5.2	['croatian', 'mate', 'granic', 'belgrade', 'croatian', 'yugoslav', 'gmt']	3	6.428571428571429	20.0	1	1	1	0	0	0	4	0	28
47	2	['national', 'league']	0	7.0	['national', 'league']	0	7.0	100.0	0	0	0	0	0	0	1	1	0
48	26	"['this', 'visit', 'will', 'create', 'a', 'direct', 'contact', 'opportunity', 'for', 'the', 'two', 'parties', 'to', 'express', 'their', 'views', ',', '""', 'spokesman', 'omer', 'akbel', 'told', 'a', 'news', 'briefing', '.']"	8	4.5	['omer', 'akbel']	2	4.5	7.6923076923076925	1	1	0	0	0	0	0	0	24
49	4	['york', '$NUM$', 'millwall', '$NUM$']	1	5.5	['york', 'millwall']	1	6.0	50.0	0	0	0	0	2	0	0	0	2
50	11	['(', 'red', 'river', ')', '4.46', 'dn', '.02', '5.00', 'unc', '--', '--']	7	2.727272727272727	['red', 'river']	2	4.0	18.181818181818183	0	0	1	1	0	0	0	0	9
51	31	"['comex', 'copper', 'ended', 'higher', 'after', 'a', 'late', ',', 'modest', 'recovery', 'dragged', 'the', 'market', 'from', 'the', 'lows', ',', 'but', 'traders', '$UNK$', 'an', 'imminent', 'strike', 'at', 'codelco', ""'s"", 'salvador', 'mine', 'in', 'chile', '.']"	9	4.419354838709677	['comex', 'codelco', 'salvador', 'chile']	3	6.25	12.903225806451612	0	0	2	0	2	0	0	0	27
52	10	"['they', 'want', 'to', 'silence', 'your', 'voices', 'in', 'elections', '.', '""']"	3	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	10
53	14	['at', 'worcester', ':', 'warwickshire', '$NUM$', '(', 'a.', 'giles', '$NUM$', ',', 't.', 'munton', '$NUM$', 'not']	5	4.214285714285714	['worcester', 'warwickshire', 'a.', 'giles', 't.', 'munton']	5	6.0	42.857142857142854	2	2	1	0	1	0	0	0	8
54	2	['adrian', 'warner']	2	6.0	['adrian', 'warner']	2	6.0	100.0	1	1	0	0	0	0	0	0	0
55	4	['the', 'rates', 'are', ':']	0	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	4
56	8	['basle', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.0	['basle']	1	5.0	12.5	0	0	0	0	1	0	0	0	7
57	13	['club', 'president', 'andre', 'bois', 'said', 'a', 'successor', 'would', 'be', 'named', 'on', 'friday', '.']	3	4.384615384615385	['andre', 'bois']	2	4.5	15.384615384615385	1	1	0	0	0	0	0	0	11
58	11	"['whatever', 'you', 'want', 'to', 'send', 'me', ',', 'i', 'need', '.', '""']"	3	2.8181818181818183	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	11
59	2	['division', 'three']	0	6.5	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
60	10	['rapeseed', 'extraction', 'was', '$', '$NUM$', 'per', 'tonne', 'in', 'export', '.']	4	4.4	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	10
61	20	['mariaan', 'de', 'swardt', '(', 'south', 'africa', ')', 'beat', 'dominique', 'van', 'roost', '(', 'belgium', ')', '1-6', '6-2', '7-6', '(', '7-4', ')']	7	3.6	['mariaan', 'de', 'swardt', 'south', 'africa', 'dominique', 'van', 'roost', 'belgium']	5	5.555555555555555	45.0	2	4	2	1	0	0	0	0	11
62	4	['w', 'l', 'pct', 'gb']	0	1.75	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	4
63	10	['bowling', ':', 'wasim', 'akram', '$UNK$', ',', 'waqar', 'younis', '$UNK$', ',']	5	4.1	['wasim', 'akram', 'waqar', 'younis']	4	5.25	40.0	2	2	0	0	0	0	0	0	6
64	4	['historical', 'income', 'before', 'income']	1	7.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	4
65	11	"['chile', ""'s"", 'enap', 'buys', 'oriente', ',', 'escravos', 'crude', 'for', 'oct', '.']"	2	3.909090909090909	['chile', 'enap', 'oriente', 'escravos']	1	6.0	36.36363636363637	0	0	1	0	3	0	0	0	7
66	7	['(', '7-2', ')', '7-6', '(', '7-4', ')']	1	1.8571428571428572	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	7
67	29	['chesterfield', ':', 'worcestershire', '$NUM$', '(', 'w.', 'weston', '$NUM$', 'not', 'out', ',', 'v.', 'solanki', '$NUM$', ';', 'a.', 'harris', '4-31', ')', ',', 'derbyshire', '$UNK$', '(', 'k.', 'barnett', '$NUM$', 'not', 'out', ')']	10	4.103448275862069	['chesterfield', 'worcestershire', 'w.', 'weston', 'v.', 'solanki', 'a.', 'harris', 'derbyshire', 'k.', 'barnett']	9	6.363636363636363	37.93103448275862	4	4	1	0	2	0	0	0	18
68	9	['seven', 'churches', 'slam', 'brazil', 'rural', 'violence', ',', 'impunity', '.']	4	5.111111111111111	['brazil']	0	6.0	11.11111111111111	0	0	1	0	0	0	0	0	8
69	27	['police', 'said', 'most', 'of', 'the', 'passengers', 'were', 'sudanese', 'but', 'that', 'there', 'were', 'also', 'an', 'unknown', 'number', 'of', 'iraqis', ',', 'jordanians', ',', 'palestinians', ',', 'syrians', 'and', 'saudis', '.']	6	4.666666666666667	['sudanese', 'iraqis', 'jordanians', 'palestinians', 'syrians', 'saudis']	5	8.166666666666666	22.22222222222222	0	0	0	0	0	0	6	0	21
70	4	['atlante', '$NUM$', 'atlas', '$NUM$']	2	5.5	['atlante', 'atlas']	2	6.0	50.0	0	0	0	0	2	0	0	0	2
71	9	['--', 'new', 'york', 'newsroom', ',', '(', '$NUM$', ')', '$UNK$']	0	3.3333333333333335	['new', 'york']	0	3.5	22.22222222222222	0	0	1	1	0	0	0	0	7
72	6	['new', 'york', '$NUM$', '$NUM$', '.574', '-']	1	3.6666666666666665	['new', 'york']	0	3.5	33.33333333333333	0	0	0	0	1	1	0	0	4
73	2	['add', 'results']	1	5.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
