	Length	Tokens	Unique Tokens	Avg Token Length	Entities	Unique Entities	Avg Entity Length	Density	B-COM	I-COM	B-BRAND	I-BRAND	B-DEV	I-DEV	O
0	36	['patches', 'were', 'applied', 'for', '2d', 'to', 'the', 'upper', 'back', ',', 'using', 'finn', 'chambers', 'ò', '(', '$UNK$', 'oy', ',', 'helsinki', ',', 'finland', ')', 'and', '$UNK$', 'ò', 'tape', '(', 'norges', 'plaster', 'a/s', ',', 'oslo', ',', 'norway', ')', '.']	8	3.5	['finn', 'chambers', 'ò', '$UNK$', 'oy', '$UNK$', 'ò', 'tape', 'norges', 'plaster', 'a/s']	3	4.181818181818182	30.555555555555557	1	3	1	4	0	0	25
1	28	['patient', 'dosimetry', 'is', 'performed', 'using', 'external', '$UNK$', '(', 'rti', 'electronics', 'ab', ',', 'gothenburg', ',', 'sweden', ')', 'and', '$UNK$', 'films', '(', '$UNK$', '$UNK$', ',', 'international', 'specialty', 'products', ')', '.']	5	4.928571428571429	['$UNK$', 'rti', 'electronics', 'ab', '$UNK$', 'films', '$UNK$', '$UNK$', 'international', 'specialty', 'products']	2	6.454545454545454	39.285714285714285	2	4	0	0	0	1	17
2	70	"['the', 'amplifications', 'of', 'the', 'samples', 'were', 'carried', 'out', 'in', 'a', 'final', 'volume', 'of', '$NUM$', 'l', 'using', '$UNK$', 'probe', 'rt-pcr', 'kit', '(', 'qiagen', 'gmbh', ',', 'hilden', ',', 'germany', ')', 'according', 'to', 'manufacturer', ""'s"", 'specifications', 'with', 'primers', 'from', '$UNK$', 'biotech', '(', 'hradec', 'králové', ',', 'czech', 'republic', ')', 'and', 'specific', '$UNK$', 'probes', 'from', 'the', 'universal', 'probe', 'library', '(', 'roche', 'diagnostics', 'gmbh', ',', 'mannheim', ',', 'germany', ')', 'that', 'are', 'listed', 'in', 'table', '$NUM$', '.']"	6	4.6571428571428575	['(', '(']	0	1.0	2.857142857142857	2	0	0	0	0	0	68
3	45	['fungal', 'genomic', 'dna', 'and', 'lambda', 'dna', 'was', 'transferred', 'to', 'amersham', '$UNK$', '+', 'filters', '(', 'ge', 'healthcare', 'limited', ',', 'freiburg', ',', 'germany', ')', 'after', 'digestion', 'with', 'restriction', 'enzymes', 'and', 'size', 'separation', 'on', 'a', '$NUM$', '%', 'agarose', 'gel', 'according', 'to', 'sambrook', 'and', 'associates', '(', '$NUM$', ')', '.']	6	4.777777777777778	['amersham', '$UNK$', '+', 'filters', 'ge', 'healthcare', 'limited']	1	5.714285714285714	15.555555555555555	1	2	1	2	0	0	38
4	30	['$UNK$', 'post-surgery', 'care', 'one', 'hour', 'before', 'operation', ',', 'buprenorphine', '(', '0.05', 'mg/kg', ';', 'rb', 'pharmaceuticals', 'ltd', ',', 'berkshire', ',', 'uk', ')', 'was', 'administrated', 'subcutaneously', '(', '$UNK$', ')', 'as', 'analgesic', '.']	8	5.033333333333333	['rb', 'pharmaceuticals', 'ltd']	1	6.666666666666667	10.0	1	2	0	0	0	0	27
5	57	['heart', 'rate', ',', 'as', 'an', 'indicator', 'for', 'autonomic', 'stress', 'responsiveness', ',', 'was', 'measured', 'using', 'a', 'portable', 'heart', 'rate', 'monitoring', 'device', '(', 'polar', '$UNK$', ',', 'polar', 'electro', 'oy', ',', '$UNK$', ',', 'finland', ')', ',', 'with', 'aggregated', '$UNK$', 'analyses', 'in', '$UNK$', 'intervals', '(', '$UNK$', ')', 'from', '$UNK$', 'to', '+5', 'min', 'relative', 'to', 'the', 'stressor', '(', '$NUM$', 'units', ')', '.']	8	4.350877192982456	['(']	0	1.0	1.7543859649122806	0	0	1	0	0	0	56
6	18	['at', '$NUM$', '$UNK$', 'reactivity', 'of', 'the', 'polyclonal', 'phage', 'was', 'observed', 'selectively', 'for', '$UNK$', 'but', 'not', 'for', 'bsa', '.']	3	4.722222222222222	[]	0	-1.0	0.0	0	0	0	0	0	0	18
7	11	['the', 'absolute', 'accuracy', 'of', 'stage', 'and', 'encoder', 'is', '$NUM$', '$UNK$', '.']	2	4.454545454545454	[]	0	-1.0	0.0	0	0	0	0	0	0	11
8	32	['the', 'cross-sectional', 'images', 'obtained', 'by', '$UNK$', 'were', 'analyzed', 'using', '$UNK$', 'software', '(', '$UNK$', 'oy', ',', 'jyvaskyla', ',', 'finland', ')', ',', 'which', 'automatically', 'identifies', 'cortical', 'and', 'trabecular', 'bone', 'and', 'assesses', 'its', 'density', '.']	7	5.375	['$UNK$', 'software', '$UNK$', 'oy']	0	5.0	12.5	0	1	0	1	0	0	28
9	27	"['ne', 'tissue', 'content', 'was', 'measured', 'using', 'a', 'ne', 'research', 'elisa', 'kit', '(', '$UNK$', 'diagnostics', 'gmbh', ',', 'kiel', ',', 'germany', ')', ',', '$UNK$', 'the', 'manufacturer', ""'s"", 'instructions', '.']"	0	4.481481481481482	['ne', 'research', 'elisa', 'kit', '$UNK$', 'diagnostics', 'gmbh']	0	5.428571428571429	25.925925925925924	0	2	1	3	0	0	20
